snapshot_date	classification_observed_date	trading_line_id	security_id	ticker	display_name	reference_mic	reference_market	active	official_issue_type	official_issue_type_code	status	failure_stage	error_type	error_message	attempts	provider	provider_mic	adjustment_basis	first_session_date	as_of_date	available_sessions	latest_close	latest_vwap	latest_shares	latest_trades	latest_turnover	momentum_1m	momentum_3m	momentum_6m	volatility_60d_annualized	current_drawdown_252d	max_drawdown_252d	median_shares_20d	median_trades_20d	median_turnover_20d	median_vwap_20d	has_1m	has_3m	has_6m	has_volatility_60d	has_drawdown_252d	has_liquidity_20d	completed_at_utc
2026-09-13	2026-09-14	IT0000060886-MTAA	IT0000060886	FNM	FNM	MTAA	Euronext Milan	True	Common Stock	101	PASS				1	borsa_italiana_chart_api	XMIL	corporate_action_adjusted	2021-09-15	2026-09-14	1269.0	0.4515	0.4498	69334.0	30.0	31186.771	-0.03731343283582078	-0.049473684210526225	-0.04746835443037967	0.12070881872199168	-0.16078066914498146	-0.16356877323420083	103817.5	42.5	47292.555	0.4552715	True	True	True	True	True	True	2026-09-14T22:58:55.498370+00:00
2026-09-13	2026-09-14	IT0000062072-MTAA	IT0000062072	G	GENERALI	MTAA	Euronext Milan	True	Common Stock	101	PASS				1	borsa_italiana_chart_api	XMIL	corporate_action_adjusted	2021-09-15	2026-09-14	1270.0	45.21	45.2897	3374669.0	4604.0	152837605.705	0.026100771674988588	0.06351446718419207	0.30589254766031204	0.13289033002039943	0.0	-0.09366391184572997	1707732.5	3638.5	75664725.08500001	44.1958025	True	True	True	True	True	True	2026-09-14T22:58:56.034674+00:00
2026-09-13	2026-09-14	IT0000062957-MTAA	IT0000062957	MB	MEDIOBANCA	MTAA	Euronext Milan	True	Common Stock	101	PASS				1	borsa_italiana_chart_api	XMIL	corporate_action_adjusted	2021-09-15	2026-09-14	1270.0	27.97	28.2505	391824.0	1127.0	11069229.14	-0.03217993079584769	0.06390262457208062	0.7497654050672506	0.18412798310609435	-0.03485162180814361	-0.28441860465116275	310296.5	1041.0	8756350.17	28.073215500000003	True	True	True	True	True	True	2026-09-14T22:58:56.753810+00:00
2026-09-13	2026-09-14	IT0000066123-MTAA	IT0000066123	BPE	BPER BANCA	MTAA	Euronext Milan	True	Common Stock	101	PASS				1	borsa_italiana_chart_api	XMIL	corporate_action_adjusted	2021-09-15	2026-09-14	1270.0	14.428	14.3497	6536807.0	6348.0	93800930.431	0.0013881177123820088	0.04839412876035465	0.30866213151927435	0.18578092925068213	-0.027369556424430286	-0.1808219178082192	4366146.5	4668.0	61984738.980000004	14.216294000000001	True	True	True	True	True	True	2026-09-14T22:58:57.205967+00:00
2026-09-13	2026-09-14	IT0000066180-MTAA	IT0000066180	BRI	BRIOSCHI	MTAA	Euronext Milan	True	Common Stock	101	PASS				1	borsa_italiana_chart_api	XMIL	corporate_action_adjusted	2021-09-15	2026-09-14	1245.0	0.0648	0.0635	203497.0	20.0	12912.5154	-0.0181818181818183	-0.058139534883721034	-0.058139534883721034	0.3361878681472697	-0.17557251908396954	-0.2290076335877863	97876.5	9.5	6354.139999999999	0.065108	True	True	True	True	True	True	2026-09-14T22:58:57.719257+00:00
2026-09-13	2026-09-14	IT0000070786-MTAA	IT0000070786	CIR	CIR	MTAA	Euronext Milan	True	Common Stock	101	PASS				1	borsa_italiana_chart_api	XMIL	corporate_action_adjusted	2021-09-15	2026-09-14	1270.0	0.756	0.7545	350009.0	117.0	264082.778	0.06030855539971958	0.07539118065433859	0.1454545454545455	0.2951702976840399	-0.04303797468354431	-0.11621621621621614	331283.5	188.5	239171.265	0.7322919999999999	True	True	True	True	True	True	2026-09-14T22:58:58.242039+00:00
2026-09-13	2026-09-14	IT0000072170-MTAA	IT0000072170	FBK	FINECOBANK	MTAA	Euronext Milan	True	Common Stock	101	PASS				1	borsa_italiana_chart_api	XMIL	corporate_action_adjusted	2021-09-15	2026-09-14	1270.0	22.74	22.8105	1467149.0	2717.0	33466443.715	-0.055647840531561465	-0.010013060513713534	0.2050874403815579	0.19705146312346575	-0.07935222672064779	-0.20161996497373036	1113613.5	2236.5	25938211.244999997	23.5024295	True	True	True	True	True	True	2026-09-14T22:58:58.989409+00:00
2026-09-13	2026-09-14	IT0000072618-MTAA	IT0000072618	ISP	INTESA SANPAOLO	MTAA	Euronext Milan	True	Common Stock	101	PASS				1	borsa_italiana_chart_api	XMIL	corporate_action_adjusted	2021-09-15	2026-09-14	1270.0	6.711	6.7218	43037761.0	13246.0	289290709.7115	-0.029781697267601492	0.09836333878887071	0.2978147360278476	0.18287128819196824	-0.029781697267601492	-0.18962140992167098	35924601.5	11056.5	244706004.39499998	6.7789125	True	True	True	True	True	True	2026-09-14T22:58:59.453929+00:00
2026-09-13	2026-09-14	IT0000076486-MTAA	IT0000076486	DANR	DANIELI & C RISP NC	MTAA	Euronext Milan	True	Common Stock	101	PASS				1	borsa_italiana_chart_api	XMIL	corporate_action_adjusted	2021-09-15	2026-09-14	1270.0	37.22	37.2105	55688.0	574.0	2072177.16	-0.14239631336405534	-0.27868217054263567	-0.08234714003944776	0.38831043612490995	-0.2793804453049371	-0.2813165537270087	60946.0	637.5	2550681.325	42.476737	True	True	True	True	True	True	2026-09-14T22:58:59.919603+00:00
2026-09-13	2026-09-14	IT0000076502-MTAA	IT0000076502	DAN	DANIELI & C	MTAA	Euronext Milan	True	Common Stock	101	PASS				1	borsa_italiana_chart_api	XMIL	corporate_action_adjusted	2021-09-15	2026-09-14	1270.0	54.8	54.9791	65823.0	942.0	3618891.6	-0.15497301464919044	-0.2798948751642575	-0.0335097001763669	0.3884221368767414	-0.2798948751642575	-0.2798948751642575	48197.0	781.5	2919057.7	63.394502	True	True	True	True	True	True	2026-09-14T22:59:00.391661+00:00
